classification,report_date,termination_date,termination_speed,status,recall_reason,recall_category,manufacturer_name,product_type,route,notification_type
Class II,2020-07-08,,,Ongoing,SUBPOTENT DRUG,Potency Issues,nan,nan,nan,E-Mail
Class III,2023-07-19,,,Ongoing,SUBPOTENT DRUG,Potency Issues,nan,nan,nan,Letter
Class II,2020-12-30,2022-08-25,623,Terminated,SUBPOTENT DRUG,Potency Issues,Fresenius Kabi USA, PRESCRIPTION DRUG,"EPIDURAL', 'RETROBULBAR",Letter
Class II,2022-11-02,,,Ongoing,SUBPOTENT DRUG,Potency Issues,AuroMedics Pharma , PRESCRIPTION DRUG,SUBCUTANEOUS,Letter
Class III,2016-05-25,2018-06-06,828,Terminated,SUPERPOTENT DRUG,Potency Issues,nan,nan,nan,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit"
Class III,2017-01-25,2017-09-14,275,Terminated,SUBPOTENT DRUG,Potency Issues,nan,nan,nan,Letter
Class II,2022-03-02,,,Ongoing,SUBPOTENT DRUG,Potency Issues,nan,nan,nan,E-Mail
Class III,2015-05-20,2017-04-07,731,Terminated,SUBPOTENT DRUG,Potency Issues,nan,nan,nan,Letter
Class II,2015-05-20,2018-07-13,1171,Terminated,SUBPOTENT DRUG,Potency Issues,nan,nan,nan,E-Mail
Class III,2023-03-08,2023-06-21,117,Terminated,SUBPOTENT DRUG,Potency Issues,nan,nan,nan,Letter
Class II,2014-12-31,2017-04-26,861,Terminated,SUBPOTENT DRUG,Potency Issues,Greenstone , PRESCRIPTION DRUG,ORAL,Letter
Class III,2020-10-21,2021-11-10,412,Terminated,SUBPOTENT DRUG,Potency Issues,Leadiant Biosciences, PRESCRIPTION DRUG,OPHTHALMIC,Letter
Class III,2022-04-13,2023-04-03,367,Terminated,SUBPOTENT,Potency Issues,JUBILANT CADISTA PHARMACEUTICALS INC., PRESCRIPTION DRUG,ORAL,Letter
Class II,2012-07-04,2013-07-30,543,Terminated,SUBPOTENT,Potency Issues,nan,nan,nan,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit"
Class II,2013-03-06,2013-05-03,137,Terminated,SUBPOTENT,Potency Issues,nan,nan,nan,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit"
Class III,2015-10-07,2015-10-02,1243,Terminated,SUBPOTENT DRUG,Potency Issues,nan,nan,nan,Letter
Class III,2020-10-07,2022-02-22,524,Terminated,SUBPOTENT DRUG,Potency Issues,nan,nan,nan,Letter
Class II,2012-10-03,2013-04-10,273,Terminated,SUBPOTENT,Potency Issues,nan,nan,nan,Letter
Class I,2013-02-27,2016-08-09,1334,Terminated,SUPERPOTENT,Potency Issues,nan,nan,nan,Letter
Class III,2016-11-16,2017-03-29,191,Terminated,SUPERPOTENT AND SUBPOTENT DRUGS,Potency Issues,nan,nan,nan,Telephone
Class II,2020-12-30,2021-09-23,283,Terminated,SUBPOTENT DRUG.,Potency Issues,nan,nan,nan,Letter
Class II,2018-07-18,2023-03-06,1712,Terminated,SUBPOTENT DRUG AND FAILED CONTENT UNIFORMITY.,Potency Issues,Lupin Pharmaceuticals, PRESCRIPTION DRUG,ORAL,Letter
Class III,2022-08-24,2023-09-28,428,Terminated,SUBPOTENT DRUG,Potency Issues,nan,nan,nan,Letter
Class III,2017-06-07,2019-08-19,845,Terminated,SUBPOTENT DRUG,Potency Issues,Sandoz , PRESCRIPTION DRUG,ORAL,Letter
Class III,2022-05-18,,,Ongoing,SUBPOTENT DRUG,Potency Issues,nan,nan,nan,Letter
Class III,2018-02-14,2020-11-24,1030,Terminated,SUBPOTENT DRUG,Potency Issues,nan,nan,nan,Letter
Class II,2021-04-21,2021-12-16,265,Terminated,SUPERPOTENT DRUG,Potency Issues,Lupin Pharmaceuticals, PRESCRIPTION DRUG,ORAL,Letter
Class II,2019-04-24,2020-07-08,453,Terminated,SUBPOTENT PRODUCT,Potency Issues,nan,nan,nan,Letter
Class II,2013-08-21,2014-06-06,465,Terminated,SUBPOTENT DRUG,Potency Issues,nan,nan,nan,Letter
Class II,2014-10-29,2015-09-25,375,Terminated,SUBPOTENT DRUG,Potency Issues,nan,nan,nan,E-Mail
Class II,2019-03-27,2022-08-01,1238,Terminated,SUB POTENT DRUG,Potency Issues,Akorn Operating Company , PRESCRIPTION DRUG,AURICULAR (OTIC),Letter
Class II,2020-08-05,2023-05-17,1080,Terminated,SUBPOTENT DRUG,Potency Issues,nan,nan,nan,E-Mail
Class II,2022-11-23,2023-08-23,287,Terminated,SUBPOTENT DRUG,Potency Issues,nan,nan,nan,Letter
Class II,2014-06-25,2015-02-23,283,Terminated,SUBPOTENT DRUG.,Potency Issues,nan,nan,nan,Letter
Class II,2017-11-15,2020-01-24,841,Terminated,SUBPOTENT DRUG,Potency Issues,Atlantis Consumer Healthcare, OTC DRUG,TOPICAL,Letter
Class II,2022-01-05,,,Ongoing,SUPERPOTENT DRUG,Potency Issues,McKesson Corporation, PRESCRIPTION DRUG,TOPICAL,Letter
Class III,2022-10-05,2023-09-28,401,Terminated,SUPERPOTENT DRUG,Potency Issues,Leading Pharma, PRESCRIPTION DRUG,ORAL,Letter
Class III,2017-01-25,2019-04-08,852,Terminated,SUBPOTENT DRUG,Potency Issues,nan,nan,nan,Letter
Class II,2020-04-01,2021-09-22,552,Terminated,SUBPOTENT DRUG,Potency Issues,Pharmaceutical Associates, PRESCRIPTION DRUG,ORAL,Letter
Class II,2020-09-09,2021-06-14,311,Terminated,SUBPOTENT DRUG,Potency Issues,nan,nan,nan,Letter
Class II,2022-12-14,2023-02-03,60,Terminated,SUBPOTENT DRUG,Potency Issues,nan,nan,nan,Letter
Class I,2012-07-25,2015-05-29,1137,Terminated,SUPERPOTENT,Potency Issues,nan,nan,nan,Press Release
Class I,2012-10-31,2015-05-29,1017,Terminated,SUPERPOTENT,Potency Issues,nan,nan,nan,Press Release
Class III,2015-07-15,2016-06-24,354,Terminated,SUBPOTENT DRUG,Potency Issues,nan,nan,nan,Letter
Class I,2012-10-31,2013-08-12,348,Terminated,SUPERPOTENT,Potency Issues,nan,nan,nan,Letter
Class III,2012-11-14,2013-03-25,161,Terminated,SUBPOTENT,Potency Issues,nan,nan,nan,Letter
Class III,2016-06-08,2018-06-06,797,Terminated,SUBPOTENT DRUG,Potency Issues,Taro Pharmaceuticals U.S.A., PRESCRIPTION DRUG,TOPICAL,Letter
Class II,2021-06-23,2022-06-09,365,Terminated,SUBPOTENT,Potency Issues,nan,nan,nan,Letter
Class II,2020-02-05,2021-06-03,506,Terminated,SUBPOTENT,Potency Issues,Pharmaceutical Associates, PRESCRIPTION DRUG,ORAL,Letter
Class III,2013-02-20,2014-05-16,494,Terminated,SUBPOTENT DRUG,Potency Issues,nan,nan,nan,Letter
Class III,2021-05-26,2023-09-28,898,Terminated,SUBPOTENT DRUG,Potency Issues,Nomax ., PRESCRIPTION DRUG,OPHTHALMIC,Letter
Class II,2013-01-02,2014-01-03,431,Terminated,SUBPOTENT,Potency Issues,nan,nan,nan,Letter
Class III,2013-12-18,2014-02-12,331,Terminated,SUBPOTENT DRUG,Potency Issues,nan,nan,nan,Letter
Class II,2017-11-22,2019-04-03,575,Terminated,SUPERPOTENT DRUG,Potency Issues,nan,nan,nan,Letter
Class I,2012-08-15,2015-05-29,1112,Terminated,SUPERPOTENT,Potency Issues,nan,nan,nan,Press Release
Class III,2015-06-24,2016-08-15,469,Terminated,SUPERPOTENT DRUG,Potency Issues,nan,nan,nan,Letter
Class III,2022-01-26,,,Ongoing,SUBPOTENT DRUG,Potency Issues,nan,nan,nan,Letter
Class I,2022-07-06,2023-04-04,316,Terminated,SUPERPOTENT,Potency Issues,Akcea Therapeutics, PRESCRIPTION DRUG,SUBCUTANEOUS,E-Mail
Class III,2023-09-27,,,Ongoing,SUBPOTENT,Potency Issues,Sun Pharmaceutical Industries, PRESCRIPTION DRUG,"OPHTHALMIC', 'TOPICAL",Letter
Class III,2015-03-11,2015-09-22,207,Terminated,SUBPOTENT DRUG,Potency Issues,nan,nan,nan,Letter
Class II,2019-07-31,2021-11-02,845,Terminated,SUPERPOTENT DRUG AND FAILED STABILITY SPECIFICATIONS,Potency Issues,Tris Pharma , PRESCRIPTION DRUG,ORAL,Letter
Class II,2020-02-19,2022-07-29,956,Terminated,SUBPOTENT DRUG,Potency Issues,Akorn Operating Company , PRESCRIPTION DRUG,AURICULAR (OTIC),Letter
Class III,2021-09-29,2023-06-21,658,Terminated,SUBPOTENCY,Potency Issues,Westminster Pharmaceuticals, PRESCRIPTION DRUG,TOPICAL,Telephone
Class II,2023-09-27,,,Ongoing,SUBPOTENT DRUG,Potency Issues,nan,nan,nan,Letter
Class II,2014-11-05,2015-08-03,305,Terminated,SUBPOTENCY,Potency Issues,nan,nan,nan,Letter
Class III,2017-12-27,2019-05-01,499,Terminated,SUBPOTENT DRUG,Potency Issues,Trigen Laboratories, PRESCRIPTION DRUG,ORAL,Letter
Class I,2020-08-26,2023-10-13,1179,Terminated,SUPERPOTENT DRUG,Potency Issues,nan,nan,nan,Letter
Class II,2021-12-29,2022-11-04,323,Terminated,SUBPOTENT,Potency Issues,nan,nan,nan,Letter
Class I,2020-10-07,,,Ongoing,CHEMICAL CONTAMINATION AND SUBPOTENT DRUG,Potency Issues,nan,nan,nan,Press Release
Class III,2022-03-02,2022-12-08,297,Terminated,SUBPOTENT DRUG,Potency Issues,nan,nan,nan,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit"
Class II,2022-08-03,,,Ongoing,SUPERPOTENT DRUG,Potency Issues,Actavis Pharma, PRESCRIPTION DRUG,TOPICAL,nan
Class II,2023-09-20,,,Ongoing,SUPERPOTENT,Potency Issues,VistaPharm, PRESCRIPTION DRUG,ORAL,Letter
Class III,2018-04-04,2020-04-10,770,Terminated,SUPERPOTENT AND FAILED STABILITY SPECIFICATIONS,Potency Issues,nan,nan,nan,Letter
Class III,2018-04-04,2020-04-22,755,Terminated,SUBPOTENT DRUG,Potency Issues,nan,nan,nan,Letter
Class II,2018-10-31,2022-10-18,1484,Terminated,SUBPOTENT DRUG,Potency Issues,nan,nan,nan,Letter
Class II,2023-03-15,,,Ongoing,SUBPOTENT DRUG,Potency Issues,B. Braun Medical ., PRESCRIPTION DRUG,INTRAVENOUS,Letter
Class III,2012-06-27,2013-08-08,490,Terminated,SUPERPOTENT,Potency Issues,Hospira, PRESCRIPTION DRUG,INTRAVENOUS,Letter
Class II,2016-07-13,2017-02-03,532,Terminated,SUBPOTENT DRUG,Potency Issues,nan,nan,nan,E-Mail
Class III,2016-03-16,2017-03-24,406,Terminated,SUBPOTENT DRUG,Potency Issues,Ecolab ., OTC DRUG,TOPICAL,Letter
Class I,2018-01-31,2019-09-05,608,Terminated,SUBPOTENT,Potency Issues,nan,nan,nan,Letter
Class II,2018-07-11,2019-05-01,327,Terminated,SUPERPOTENT DRUG,Potency Issues,Ingenus Pharmaceuticals, PRESCRIPTION DRUG,INTRAVENOUS,Letter
Class III,2013-07-31,2014-07-29,375,Terminated,SUBPOTENT DRUG,Potency Issues,nan,nan,nan,Letter
Class III,2016-03-09,2016-11-22,285,Terminated,SUBPOTENT DRUG,Potency Issues,nan,nan,nan,Letter
Class III,2019-02-27,2019-10-30,266,Terminated,SUPERPOTENT DRUG,Potency Issues,nan,nan,nan,Letter
Class II,2013-07-24,2015-04-07,652,Terminated,SUBPOTENT DRUG,Potency Issues,nan,nan,nan,Letter
Class III,2018-10-03,2020-06-26,640,Terminated,SUPERPOTENT DRUG,Potency Issues,Baxter Healthcare Corporation, PRESCRIPTION DRUG,INTRAVENOUS,Letter
Class II,2018-12-26,2021-04-01,857,Terminated,SUPERPOTENT DRUG,Potency Issues,nan,nan,nan,Letter
Class III,2021-06-16,,,Ongoing,SUPERPOTENT DRUG,Potency Issues,Medline Industries, OTC DRUG,TOPICAL,Letter
Class II,2012-07-04,2013-07-30,522,Terminated,SUBPOTENT,Potency Issues,nan,nan,nan,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit"
Class III,2012-06-20,2012-09-13,177,Terminated,SUBPOTENT,Potency Issues,nan,nan,nan,E-Mail
Class III,2016-03-23,2016-04-06,97,Terminated,SUBPOTENT DRUG,Potency Issues,nan,nan,nan,E-Mail
Class III,2017-01-25,2021-01-14,1549,Terminated,SUBPOTENT DRUG,Potency Issues,nan,nan,nan,Letter
Class I,2020-06-10,2022-01-19,607,Terminated,SUPERPOTENT DRUG.,Potency Issues,Acella Pharmaceuticals, PRESCRIPTION DRUG,ORAL,Press Release
Class II,2021-06-09,2021-10-14,163,Terminated,SUBPOTENT DRUG,Potency Issues,Boehringer Ingelheim Pharmaceuticals, PRESCRIPTION DRUG,ORAL,Letter
Class II,2018-01-24,2020-05-07,920,Terminated,SUBPOTENT DRUG,Potency Issues,nan,nan,nan,Telephone
Class II,2020-09-02,,,Ongoing,SUPERPOTENT DRUG,Potency Issues,nan,nan,nan,E-Mail
Class II,2020-11-04,2022-03-03,598,Terminated,SUBPOTENT DRUG,Potency Issues,nan,nan,nan,Letter
Class III,2017-05-10,2019-06-18,792,Terminated,SUBPOTENT,Potency Issues,Hy-Vee, OTC DRUG,ORAL,E-Mail
Class II,2019-06-19,2022-07-15,1128,Terminated,SUBPOTENT DRUG,Potency Issues,B. Braun Medical ., PRESCRIPTION DRUG,INTRAVENOUS,E-Mail
Class II,2020-08-19,2021-03-17,231,Terminated,SUBPOTENT DRUG,Potency Issues,nan,nan,nan,Letter
Class III,2023-08-30,,,Ongoing,SUBPOTENT DRUG,Potency Issues,nan,nan,nan,nan
Class II,2023-11-22,,,Ongoing,SUB POTENT AND SUPER POTENT PRODUCT,Potency Issues,nan,nan,nan,E-Mail
Class II,2016-10-26,2019-02-26,959,Terminated,SUPERPOTENT DRUG,Potency Issues,Supernus Pharmaceuticals, PRESCRIPTION DRUG,ORAL,E-Mail
Class III,2017-11-08,2018-04-23,210,Terminated,SUBPOTENT DRUG,Potency Issues,nan,nan,nan,Letter
Class I,2022-06-15,2022-11-07,206,Terminated,SUBPOTENT DRUG,Potency Issues,nan,nan,nan,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit"
Class III,2023-07-26,,,Ongoing,SUPERPOTENT DRUG,Potency Issues,Sun Pharmaceutical Industries, PRESCRIPTION DRUG,OPHTHALMIC,Letter
Class II,2016-08-31,2017-02-07,228,Terminated,SUPERPOTENT DRUG,Potency Issues,Teva Pharmaceuticals USA, PRESCRIPTION DRUG,ORAL,Letter
Class III,2012-08-22,2015-02-10,1008,Terminated,SUBPOTENT,Potency Issues,nan,nan,nan,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit"
Class III,2013-05-08,2014-08-14,514,Terminated,SUBPOTENT DRUG,Potency Issues,nan,nan,nan,Letter
Class II,2014-10-15,2017-09-22,1144,Terminated,SUPERPOTENT DRUG,Potency Issues,Zydus Pharmaceuticals USA ., PRESCRIPTION DRUG,ORAL,Letter
Class III,2015-04-22,2016-01-20,281,Terminated,SUBPOTENT DRUG,Potency Issues,nan,nan,nan,Letter
Class III,2017-05-10,2017-07-27,212,Terminated,SUPERPOTENT DRUG,Potency Issues,Major Pharmaceuticals, PRESCRIPTION DRUG,ORAL,Letter
Class III,2017-08-23,2018-06-19,342,Terminated,CRYSTALLIZATION WITH SUBPOTENT OUT OF  SPECIFICATION ASSAY RESULTS FOR CHLORHEXIDINE.,Potency Issues,nan,nan,nan,Letter
Class III,2023-03-01,2023-10-31,271,Terminated,SUBPOTENT DRUG,Potency Issues,Advantice Health, OTC DRUG,TOPICAL,Letter
Class II,2012-08-01,2013-03-01,296,Terminated,SUPERPOTENT,Potency Issues,nan,nan,nan,Letter
Class I,2018-01-10,2020-06-02,956,Terminated,SUPERPOTENT,Potency Issues,Greenstone , PRESCRIPTION DRUG,ORAL,Letter
Class III,2017-01-04,,,Ongoing,SUBPOTENT DRUG,Potency Issues,nan,nan,nan,E-Mail
Class III,2017-05-03,2017-08-24,232,Terminated,SUPOTENT,Potency Issues,nan,nan,nan,Letter
Class III,2023-05-03,2023-09-20,163,Terminated,SUBPOTENT DRUG,Potency Issues,nan,nan,nan,Letter
Class III,2023-10-04,,,Ongoing,SUPERPOTENT DRUG,Potency Issues,TOLMAR ., PRESCRIPTION DRUG,SUBCUTANEOUS,Letter
Class II,2013-09-04,2014-01-07,146,Terminated,SUBPOTENT DRUG,Potency Issues,Darby Dental Supply, PRESCRIPTION DRUG,SUBCUTANEOUS,E-Mail
Class I,2017-05-31,2017-10-26,196,Terminated,SUPERPOTENT DRUG,Potency Issues,nan,nan,nan,Press Release
Class II,2021-09-29,2023-04-12,594,Terminated,SUBPOTENT DRUG,Potency Issues,Atlantis Consumer Healthcare, OTC DRUG,TOPICAL,Letter
Class II,2021-10-27,2023-02-16,512,Terminated,SUBPOTENT DRUG,Potency Issues,Teva Respiratory, PRESCRIPTION DRUG,RESPIRATORY (INHALATION),Letter
Class II,2022-12-07,2023-12-13,385,Terminated,SUBPOTENT DRUG,Potency Issues,Heritage Pharmaceuticals . d/b/a Avet Pharmaceuticals ., PRESCRIPTION DRUG,ORAL,Letter
Class III,2013-02-13,2013-07-23,188,Terminated,SUBPOTENT DRUG,Potency Issues,Actelion Pharmaceuticals US, PRESCRIPTION DRUG,RESPIRATORY (INHALATION),Letter
Class III,2021-07-21,2022-10-18,487,Terminated,SUPERPOTENT,Potency Issues,nan,nan,nan,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit"
Class III,2016-11-16,2018-06-06,741,Terminated,SUBPOTENT DRUG,Potency Issues,nan,nan,nan,Letter
Class II,2016-11-30,2020-05-01,1271,Terminated,SUPERPOTENT,Potency Issues,Pfizer Laboratories Div Pfizer , PRESCRIPTION DRUG,ORAL,Letter
Class II,2020-06-24,2021-03-17,274,Terminated,SUBPOTENT DRUG,Potency Issues,nan,nan,nan,Letter
Class II,2014-10-29,2015-08-10,390,Terminated,SUPERPOTENT DRUG,Potency Issues,nan,nan,nan,Telephone
Class II,2018-01-24,2020-05-07,954,Terminated,SUPERPOTENT DRUG,Potency Issues,nan,nan,nan,Telephone
Class III,2020-12-09,,,Ongoing,SUPERPOTENT AND SUBPOTENT,Potency Issues,nan,nan,nan,Letter
Class III,2017-04-12,2018-08-28,530,Terminated,SUBPOTENT DRUG,Potency Issues,nan,nan,nan,Letter
Class III,2018-03-14,2019-05-01,427,Terminated,SUBPOTENT DRUG,Potency Issues,Trigen Laboratories, PRESCRIPTION DRUG,ORAL,Letter
Class III,2021-12-22,,,Ongoing,SUPERPOTENT,Potency Issues,nan,nan,nan,Letter
Class I,2022-08-03,2022-09-28,93,Terminated,SUBPOTENT AND SUPERPOTENT DRUG,Potency Issues,nan,nan,nan,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit"
Class III,2012-08-08,2015-04-17,1057,Terminated,SUBPOTENT,Potency Issues,nan,nan,nan,Letter
Class III,2012-12-26,2014-04-29,511,Terminated,SUPERPOTENT,Potency Issues,nan,nan,nan,Letter
Class II,2018-05-02,2019-05-16,398,Terminated,SUBPOTENT DRUG,Potency Issues,Rising Pharmaceuticals, PRESCRIPTION DRUG,AURICULAR (OTIC),Letter
Class I,2018-09-26,2019-04-02,218,Terminated,SUBPOTENT DRUG,Potency Issues,nan,nan,nan,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit"
Class III,2015-10-21,2020-11-18,1897,Terminated,SUBPOTENT DRUG,Potency Issues,nan,nan,nan,Letter
Class III,2017-03-22,2018-06-22,577,Terminated,SUBPOTENT DRUG,Potency Issues,Wyeth Pharmaceuticals , PRESCRIPTION DRUG,INTRAVENOUS,Letter
Class III,2020-12-23,2021-06-24,216,Terminated,SUBPOTENCY,Potency Issues,nan,nan,nan,Letter
Class II,2013-01-02,2013-11-14,477,Terminated,SUBPOTENT,Potency Issues,nan,nan,nan,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit"
Class III,2014-04-02,2015-02-03,368,Terminated,SUBPOTENT DRUG,Potency Issues,Royal Pharmaceuticals, PRESCRIPTION DRUG,TOPICAL,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit"
Class I,2021-10-20,,,Ongoing,SUBPOTENT DRUG,Potency Issues,Eli Lilly  Company, PRESCRIPTION DRUG,nan,Press Release
Class III,2022-05-04,2022-12-28,260,Terminated,SUBPOTENT DRUG,Potency Issues,nan,nan,nan,Letter
Class II,2015-03-11,2015-12-04,295,Terminated,SUBPOTENT DRUG,Potency Issues,nan,nan,nan,Letter
Class III,2016-01-13,2016-02-08,396,Terminated,SUBPOTENT DRUG,Potency Issues,nan,nan,nan,Telephone
Class III,2021-05-26,2022-06-17,406,Terminated,SUBPOTENT AND PRESENCE OF PARTICULATES .,Potency Issues,Sun Pharmaceutical Industries, PRESCRIPTION DRUG,"OPHTHALMIC', 'TOPICAL",Letter
Class II,2017-04-12,2017-05-12,60,Terminated,SUPERPOTENT DRUG,Potency Issues,Genentech, PRESCRIPTION DRUG,ORAL,Letter
Class III,2020-01-01,2021-02-09,421,Terminated,SUBPOTENT DRUG,Potency Issues,nan,nan,nan,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit"
Class II,2021-12-22,2022-09-07,303,Terminated,SUPERPOTENT DRUG,Potency Issues,Sandoz ., PRESCRIPTION DRUG,nan,Letter
Class III,2013-12-18,2018-05-18,1675,Terminated,SUBPOTENT. DRUG,Potency Issues,Taro Pharmaceuticals U.S.A., PRESCRIPTION DRUG,TOPICAL,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit"
Class III,2017-05-31,2018-05-02,359,Terminated,SUPERPOTENT DRUG,Potency Issues,nan,nan,nan,Letter
Class II,2019-01-16,2020-05-07,491,Terminated,SUBPOTENT,Potency Issues,nan,nan,nan,Letter
Class II,2020-06-17,2022-01-19,601,Terminated,SUBPOTENT DRUG,Potency Issues,nan,nan,nan,Letter
Class I,2012-11-28,,,Ongoing,SUPERPOTENT,Potency Issues,nan,nan,nan,Press Release
Class III,2015-06-24,2016-03-31,330,Terminated,SUBPOTENT DRUG,Potency Issues,"[""Dr. Reddys Laboratories ""]", PRESCRIPTION DRUG,ORAL,Letter
Class I,2020-10-28,2022-12-08,812,Terminated,SUBPOTENT DRUG,Potency Issues,Acella Pharmaceuticals, PRESCRIPTION DRUG,ORAL,Press Release
Class III,2022-04-13,2023-07-21,476,Terminated,SUBPOTENT DRUG AND PRESENCE OF PARTICULATE MATTER,Potency Issues,Sun Pharmaceutical Industries, PRESCRIPTION DRUG,"OPHTHALMIC', 'TOPICAL",Letter
Class II,2014-03-12,2016-05-24,853,Terminated,SUBPOTENT,Potency Issues,Fresenius Kabi USA, PRESCRIPTION DRUG,"INTRAVENOUS', 'SUBCUTANEOUS",Letter
Class III,2014-10-15,2015-06-30,285,Terminated,SUBPOTENT DRUG,Potency Issues,E-Z-EM, OTC DRUG,ORAL,Letter
Class III,2017-07-05,2019-02-07,605,Terminated,SUPERPOTENT DRUG,Potency Issues,nan,nan,nan,Letter
Class III,2017-12-27,2020-04-20,896,Terminated,SUPERPOTENT,Potency Issues,Baxter Healthcare Corporation, PRESCRIPTION DRUG,INTRAVENOUS,Letter
Class II,2019-03-27,2021-03-04,748,Terminated,SUBPOTENT DRUG.,Potency Issues,nan,nan,nan,Letter
Class III,2020-11-11,2021-08-11,289,Terminated,SUBPOTENT,Potency Issues,nan,nan,nan,Letter
Class I,2021-09-22,,,Ongoing,SUPERPOTENT DRUG,Potency Issues,nan,nan,nan,Letter
Class III,2015-09-02,2016-12-15,490,Terminated,SUBPOTENT DRUG,Potency Issues,"[""Dr. Reddys Laboratories ""]", PRESCRIPTION DRUG,ORAL,Letter
Class III,2016-04-20,2017-12-04,620,Terminated,SUBPOTENT DRUG,Potency Issues,nan,nan,nan,Letter
Class III,2017-12-27,2020-04-01,872,Terminated,SUPERPOTENT,Potency Issues,nan,nan,nan,Letter
Class III,2018-06-20,2019-06-20,378,Terminated,SUPERPOTENT DRUG,Potency Issues,Mylan Pharmaceuticals ., PRESCRIPTION DRUG,ORAL,Letter
Class II,2020-08-19,2021-09-22,414,Terminated,SUBPOTENT DRUG,Potency Issues,Pharmaceutical Associates, PRESCRIPTION DRUG,ORAL,Letter
Class III,2018-04-11,2020-06-11,813,Terminated,SUPERPOTENT DRUG,Potency Issues,Mayne Pharma, PRESCRIPTION DRUG,TOPICAL,Letter
Class III,2021-03-10,2022-01-21,333,Terminated,SUBPOTENT,Potency Issues,Sun Pharmaceutical Industries, PRESCRIPTION DRUG,"OPHTHALMIC', 'TOPICAL",Letter
Class III,2017-02-08,2017-09-06,278,Terminated,SUBPOTENT DRUG,Potency Issues,nan,nan,nan,Letter
Class III,2017-05-24,2018-02-20,319,Terminated,SUPERPOTENT DRUG,Potency Issues,nan,nan,nan,Letter
Class II,2017-11-22,2020-01-24,833,Terminated,SUPERPOTENT DRUG,Potency Issues,nan,nan,nan,Telephone
Class II,2018-07-04,2019-04-03,287,Terminated,SUBPOTENT DRUG,Potency Issues,nan,nan,nan,Telephone
Class III,2019-03-27,2019-11-15,249,Terminated,SUBPOTENT DRUG.,Potency Issues,Teva Pharmaceuticals USA, PRESCRIPTION DRUG,ORAL,Letter
Class III,2023-10-11,,,Ongoing,SUBPOTENT,Potency Issues,nan,nan,nan,Letter
Class II,2013-12-11,2014-04-22,329,Terminated,THE FIRM RECEIVED SEVEN REPORTS OF ADVERSE REACTIONS IN THE FORM OF SKIN ABSCESSES POTENTIALLY LINKED TO COMPOUNDED PRESERVATIVE,Potency Issues,nan,nan,nan,Telephone
Class III,2013-08-28,2014-05-27,333,Terminated,SUBPOTENT,Potency Issues,Eckson Labs, PRESCRIPTION DRUG,ORAL,Letter
Class II,2017-02-01,2018-02-06,412,Terminated,SUBPOTENCY,Potency Issues,nan,nan,nan,Letter
Class II,2018-12-26,2020-10-08,672,Terminated,SUPERPOTENT DRUG.,Potency Issues,Pfizer Laboratories Div Pfizer , PRESCRIPTION DRUG,ORAL,Letter
Class II,2019-10-23,2021-02-23,519,Terminated,SUPERPOTENT,Potency Issues,Macleods Pharmaceuticals Limited, PRESCRIPTION DRUG,ORAL,Letter
Class II,2020-07-29,2021-06-30,363,Terminated,SUPERPOTENT DRUG,Potency Issues,Lupin Pharmaceuticals, PRESCRIPTION DRUG,ORAL,Letter
Class III,2023-02-01,,,Ongoing,SUBPOTENT DRUG,Potency Issues,Lupin Pharmaceuticals, PRESCRIPTION DRUG,TOPICAL,E-Mail
Class III,2017-02-15,2022-06-15,2004,Terminated,SUPERPOTENT DRUG,Potency Issues,nan,nan,nan,Letter
Class II,2014-10-29,2016-02-02,545,Terminated,SUPERPOTENT DRUG,Potency Issues,nan,nan,nan,Letter
Class III,2018-04-25,2018-11-29,234,Terminated,SUBPOTENT DRUG,Potency Issues,Leadiant Biosciences, PRESCRIPTION DRUG,OPHTHALMIC,Letter
Class III,2020-12-02,,,Ongoing,SUBPOTENT DRUG,Potency Issues,nan,nan,nan,Letter
Class III,2019-09-18,2021-01-28,526,Terminated,SUBPOTENT DRUG,Potency Issues,nan,nan,nan,Letter
Class II,2021-05-26,2022-02-22,299,Terminated,SUBPOTENT DRUG,Potency Issues,Lupin Pharmaceuticals, PRESCRIPTION DRUG,ORAL,Letter
Class II,2013-12-04,2014-08-01,486,Terminated,SUBPOTENT DRUG,Potency Issues,Cetylite Industries, PRESCRIPTION DRUG,TOPICAL,Letter
Class III,2018-12-26,2020-01-14,400,Terminated,SUBPOTENT DRUG,Potency Issues,nan,nan,nan,Letter
Class II,2023-05-24,,,Ongoing,SUBPOTENT,Potency Issues,B. Braun Medical ., PRESCRIPTION DRUG,INTRAVENOUS,Letter
